Document_Name,Chapter,Section,SubSection,Paragraph_Synopsis,Sentence_Count,Additional_Context,Header,Footer,Indexed_Text,Table_Delimited,Hyperlinks
implementing-accounting-hub,6,Overview of Accounting Transformation Configuration,Generating Allocations and Periodic Entries Manually,"Accounting transformation involves converting transactions or activities from source systems into journal entries, typically industry-specific applications used by customers. The process consists of analyzing, building, and completing specific steps to account for transactions from different source systems.",6,Tips,Accounting Transformation | Chapter 6 | Implementing Accounting Hub | Oracle Fusion Cloud Financials,98,"For additional information about Oracle Accounting Hub Cloud, see the Oracle Financials Cloud Accounting Hub Best Practices guide on the Oracle Help Center. Accounting Transformations Accounting transformation refers to the process of converting transactions or activities from source systems into journal entries. Source systems are typically industry-specific applications that are either purchased from third parties or built internally within the customer organization. Examples of such source systems include: core banking applications, insurance policy administration applications, billing applications, and point of sales applications. Accounting Transformation Steps Complete the steps described in the following table in the order listed to account for transactions coming from different source systems. This table contains the steps in the uptake process which include analyze, build, and",,
implementing-accounting-hub,6,Analyze Source Systems,Generating Allocations and Periodic Entries Manually,"The implementation phase involves analyzing transaction flows and accounting requirements to determine the necessary attributes, followed by registering the source system with transaction types and configuring accounting rules. This phase also includes uploading transaction data for testing and performing comprehensive testing to ensure accurate accounting generation.",8,Tips,Accounting Transformation | Chapter 6 | Implementing Accounting Hub | Oracle Fusion Cloud Financials,99,"Implementation Phase Step Number Description Analyze 1 Analyze transaction flows and activities to determine the transaction life cycle to capture. 2 Analyze your accounting, management reporting, audit, and reconciliation requirements. Ensure that the source system provides the required attributes to generate this information. Build 3 Register the source system with transaction types and details using the rapid implementation spreadsheet template. 4 Configure accounting rules and assign accounting method definitions to ledgers. Implement and Test 5 Upload transaction data for testing. 6 Perform comprehensive testing to ensure that all accounting is correctly generated. Related Topics - How You Analyze Source Systems - Register a Source System Using a Spreadsheet - Upload Transaction Data for Accounting Hub Analyze Source Systems How You","Implementation Phase
Step Number
Description
Analyze
1
Analyze transaction flows and activities to
determine the transaction life cycle to capture.
2
Analyze your accounting, management
reporting, audit, and reconciliation
requirements. Ensure that the source system
provides the required attributes to generate this
information.
Build
3
Register the source system with transaction
types and details using the rapid
implementation spreadsheet template.
4
Configure accounting rules and assign
accounting method definitions to ledgers.
Implement and Test
5
Upload transaction data for testing.
6
Perform comprehensive testing to ensure that
all accounting is correctly generated.",
implementing-accounting-hub,6,Analyze Source Systems,Generating Allocations and Periodic Entries Manually,"Here is a concise summary: Analyze source systems by identifying transaction type life cycles, such as complete invoices and record payments, to create accounting entries and understand potential financial impacts. This step is crucial for creating accurate accounting records.",5,Instruction,Accounting Transformation | Chapter 6 | Implementing Accounting Hub | Oracle Fusion Cloud Financials,99,"Analyze Source Systems As a best practice, when performing the source system analysis complete the following: 1. Analyze and Identify Transaction Type Life Cycle A source system that generates transactions as part of a business process has potential financial impact requiring creation of accounting entries. As a key step to create accounting entries, these transactions must be distinctly identified as different transaction types. Examples of transaction types from revenue recognition or billing source systems include: - Complete an invoice. - Record a payment.",,
implementing-accounting-hub,6,Analyze Source Systems,Generating Allocations and Periodic Entries Manually,"Source systems record various transactions, including orders, payments, loan origination and interest accruals, which are typically discrete events. In some cases, summarized transaction type information, such as daily customer activity, may be sent for accounting transformation rather than individual transactions.",13,Note,Accounting Transformation | Chapter 6 | Implementing Accounting Hub | Oracle Fusion Cloud Financials,100,"- Record late charges. Examples of transaction types from a point of sale source systems include: - Record an order. - Accept a payment. - Receive a payment. Examples of transaction types from retail loans source systems include: - Loan origination. - Loan interest approval. - Loan interest accrual reversal. - Loan scheduled payment. - Loan late payment. - Loan charge off. A transaction type and its associated transaction data typically relate to a single document or transaction. However, the nature of source systems may prevent them from extracting this discrete information and sending it to Accounting Hub for processing. In some cases, summarized transaction type information, such as overall customer activity for the day, is sent for accounting transformation.",,
implementing-accounting-hub,6,Analyze Source Systems,Generating Allocations and Periodic Entries Manually,"The analysis involves determining how much transformation is required to produce subledger journal entries from raw transactions or accounting entries. The goal is to define which rule set components (description, account, journal line, and supporting references) are needed to transform source system data into subledger journal entries.",6,Note,Accounting Transformation | Chapter 6 | Implementing Accounting Hub | Oracle Fusion Cloud Financials,100,"2. Analyze Accounting, Reporting, Audit, and Reconciliation Requirements for Transaction Types Some source systems may already produce accounting entries, while others may produce raw transactions with no associated accounting. - As part of the analysis, determine how much transformation is required to produce subledger journal entries. - Next, examine the components of the journal entry rule set to determine what rules are required to produce the required subledger journal entries. This exercise helps determine which subledger journal entry rule set components to define for source systems data to be transformed into subledger journal entries. Journal entry rule set components include: - Description rules - Account rules - Journal line rules - Supporting references Such an analysis should, at a minimum,",,
implementing-accounting-hub,6,Analyze Source Systems,Generating Allocations and Periodic Entries Manually,"Subledger journal entries are created when a transaction occurs in the source system, such as a sales order or purchase order. Each line in the subledger journal entry corresponds to a specific transaction, with debit or credit amounts, and uses descriptions like ""Sales Order"" or ""Purchase Order"", derived from the",5,Tips,Accounting Transformation | Chapter 6 | Implementing Accounting Hub | Oracle Fusion Cloud Financials,100,"answer the following questions: - Under what conditions are each of the lines in the subledger journal entry created? - What is the line type, debit or credit, of each subledger journal entry line? - What description is used for the subledger journal entry? - How are the accounts derived for the entry? - What information may be useful for reconciling the subledger journal entry to the source system?",,
implementing-accounting-hub,6,Analyze Source Systems,Generating Allocations and Periodic Entries Manually,"The sources that store transaction information for a loan origination journal entry are the general ledger and/or a specific system (e.g., accounting software), which contain the necessary data to create the journal lines. The table provides examples of debit and credit amounts, side, accounting class, and account information for a",5,Overview,Accounting Transformation | Chapter 6 | Implementing Accounting Hub | Oracle Fusion Cloud Financials,101,"Using the example of a loan origination transaction type, determine what are the sources that store the transaction information for a journal entry? Visualize the journal entries that you would like to create for a loan origination transaction type and list all the sources for its transaction information. This table contains a journal entry, with Side, Accounting Class, Accounting and Debit and Credit amounts. Side Accounting Class Account Debit Credit Debit Loan Receivables 111-000-30201-0000-206-0000-0000 500,000 USD None Credit Cash 111-000-21355-0000-104-0000-0000 None 500,000 USD - In the table the example identifies the sources for the journal lines and accounts in a source system: Each debit and credit journal line is identified and defined for each transaction type. When a loan is","Side
Accounting Class
Account
Debit
Credit
Debit
Loan Receivables
111-000-30201-0000-206-0000-0000
500,000 USD
None
Credit
Cash
111-000-21355-0000-104-0000-0000
None
500,000 USD",
implementing-accounting-hub,6,Analyze Source Systems,Generating Allocations and Periodic Entries Manually,"The Loan Receivables account is debited and cash account credited upon origination. Relevant information extracted from journal entries includes account group for subledger access, total loan receivables booked by the loan officer, and detailed line descriptions with loan numbers and dates.",8,Tips,Accounting Transformation | Chapter 6 | Implementing Accounting Hub | Oracle Fusion Cloud Financials,101,"originated, the loan receivables account is debited, and cash account is credited. The cost center segment of the Loan Receivables accounts can have two values, depending on the loan type value: - If the loan type is adjustable rate, then the cost center is '0000'. - If the loan type is fixed rate, then the cost center is '2120'. For management reporting and control, what type of information is extracted from journal entries? For example: - Account group used to drill down from general ledger to subledger journal entries. - Total loan receivables amount booked by the loan officer. - Journal entry line description with loan number and transaction date. At the end of this exercise, you have a list",,
implementing-accounting-hub,6,Analyze Source Systems,Generating Allocations and Periodic Entries Manually,"Here is a concise summary: To obtain accurate accounting entries from Accounting Hub, transaction attributes such as amounts, dates, descriptions, general ledger accounts, and customer/product information are required. Additionally, other modeling considerations apply when configuring the subledger to meet specific needs.",3,Definition,Accounting Transformation | Chapter 6 | Implementing Accounting Hub | Oracle Fusion Cloud Financials,101,"of transaction attributes that are required to obtain the appropriate accounting entries from Accounting Hub. Examples of transaction attributes include: - Amounts including entered, accounted and conversion data - Dates - Descriptions - General ledger accounts - Customer Information - Transaction type information - Product information 3. Additional Modeling Considerations Additional considerations when you model the subledger per your requirements.",,
implementing-accounting-hub,6,Analyze Source Systems,Generating Allocations and Periodic Entries Manually,"Here is a 2-sentence summary: When planning multiple transaction types, consider how to report and consolidate data, deciding between centralized or separate subledger source systems. This choice affects reporting views and enables configuration of accounting rules for each transaction type, such as automatic reversals on accrued transactions.",8,Instruction,Accounting Transformation | Chapter 6 | Implementing Accounting Hub | Oracle Fusion Cloud Financials,102,"Sample questions to ask during planning: If you have more than one transaction type: - How do you report each of the transactions? This results in a number of transaction types. - Do you require centralized information or separate view? For example, how do you plan to upload fixed and adjustable mortgage rate transactions, as one subledger source system, or as separate subledger source systems? - One subledger source system consolidates the transaction data upload and reporting view. - Separate subledger source systems enable the use of a unique accounting event class for each source system. With separate source systems, you can configure accounting rules for each accounting event class. For example, you can configure the automatic reversal on accrued",,
implementing-accounting-hub,6,Analyze Source Systems,Generating Allocations and Periodic Entries Manually,"Here is a concise summary: Analyze transaction information and subledger models to evaluate accounting rules configuration, understanding functional usage and requirements for accounting and reporting. Configure accounting rules in Accounting Hub to manage journal entries at specific dates or periods for a specific event class.",6,Note,Accounting Transformation | Chapter 6 | Implementing Accounting Hub | Oracle Fusion Cloud Financials,102,"subledger journal entries at a specified date or period for a specific accounting event class. 4. Analyze the Configuration of Accounting Rules in Accounting Hub With the analyzed transaction information and subledger model completed, evaluate the usage of accounts rules. Understand the functional usage for each rule component and the requirements for accounting and reporting. Journal Entry in Source System This figure illustrates a journal entry. Accounting Rule Configuration in Accounting Hub This image illustrates the subledger flow as detailed in the Manage Accounting Rules topics.",,
implementing-accounting-hub,6,Manage Source Systems,Generating Allocations and Periodic Entries Manually,"To register a source system in Oracle Accounting Hub, download the setup template and follow steps to search and expand the task list. Note that numeric sources have a maximum size limit of 24 digits left of the decimal and 38 digits right of the decimal point.",10,Note,Accounting Transformation | Chapter 6 | Implementing Accounting Hub | Oracle Fusion Cloud Financials,103,"The next implementation step will be registering your source system, as detailed in additional topics. Note: The maximum size allowed for a numeric source in the description rule is 24 digits to the left of the decimal and 38 digits to the right of the decimal point. Related Topics - Register a Source System Using a Spreadsheet Manage Source Systems Register a Source System Watch video In this procedure you register a source system into Oracle Accounting Hub. In Oracle Accounting Hub, download the setup template: 1. On the Setup and Maintenance work area, click the Implementation Projects button. 2. Search for the FAH implementation project. 3. Expand the task list: Define Accounting Entry Configuration for Rapid Implementation . 4.",,
implementing-accounting-hub,6,Manage Source Systems,Generating Allocations and Periodic Entries Manually,"Create a subledger application setup in a spreadsheet by clicking ""Go to Task"" and then downloading and saving the setup template. Next, open the template in Microsoft Excel and populate it with relevant information.",9,Instruction,Accounting Transformation | Chapter 6 | Implementing Accounting Hub | Oracle Fusion Cloud Financials,103,"Select the task: Create Subledger Application Setups in Spreadsheet . 5. Click Go to Task . 6. Select the Download Setup Template button. 7. Click Save As and save the file on your local drive. In Microsoft Excel, populate the setup template: 1. Open the downloaded template from your local drive.",,Watch video | http://apex.oracle.com/pls/apex/f?p=44785:265:0::::P265_CONTENT_ID:28187
implementing-accounting-hub,6,Manage Source Systems,Generating Allocations and Periodic Entries Manually,"Enter data into the spreadsheet worksheets for source system, transaction information, and line information. Then, validate the setup template in Microsoft Excel and generate a .zip file.",5,Instruction,Accounting Transformation | Chapter 6 | Implementing Accounting Hub | Oracle Fusion Cloud Financials,104,"2. Review the instructions tab for instructions on completing the template. 3. Enter your data into the spreadsheet worksheets: a. Click the Source System worksheet and enter data in these fields. - Source System Name - Source System Short Name - Source System Transaction Name - Source System Transaction Short Name b. Click the Transaction Information worksheet and enter data in these fields: - Source Name - Source Short Name - Source Type - Source Journal Display c. Click the Line Information worksheet and enter data in these fields: - Source Name - Source Short Name - Source Type - Source Chart of Accounts Value In Microsoft Excel, validate the setup template and generate a .zip file: 1. Click the",,
implementing-accounting-hub,6,Manage Source Systems,Generating Allocations and Periodic Entries Manually,"Create a .zip file by downloading and validating a source system worksheet in Oracle Accounting Hub, then upload the file to Oracle Accounting Hub through the ""Create Subledger Application Setups"" task. After uploading, review your new subledger application in the ""Manage Subledger Application"" task.",31,Instruction,Accounting Transformation | Chapter 6 | Implementing Accounting Hub | Oracle Fusion Cloud Financials,104,"Source System worksheet. 2. Click Validate . 3. Click OK on the confirmation message. The .zip file was created and saved in the same local folder as the downloaded file. In Oracle Accounting Hub, upload the .zip file. 1. Navigate to the task: Create Subledger Application Setups in Spreadsheet . 2. Click Go to Task . 3. Click the Upload Setup File button. 4. Click Browse . 5. Browse your local drive for the .zip file you created. 6. Select the file. 7. Click Open . 8. Click Import . Wait until the process completes. 9. Click OK . 10. Click Done . In Oracle Accounting Hub, review your new subledger application. 1. Navigate to the task: Manage Subledger Application",,
implementing-accounting-hub,6,Manage Source Systems,Generating Allocations and Periodic Entries Manually,"Select ""Manage Subledger Application"" in the Scope window, then click ""Apply and Go to Task"". Search for the subledger name and select it from the list.",9,Instruction,Accounting Transformation | Chapter 6 | Implementing Accounting Hub | Oracle Fusion Cloud Financials,104,". 2. Click Go to Task . 3. In the Select Scope window: Select the Manage Subledger Application option. In the Subledger Application Setup drop-down list, select Select and Add . Click Apply and Go to Task . Search for the subledger name, as defined in the Source System Name field in the spreadsheet. Select the subledger.",,
implementing-accounting-hub,6,Manage Source Systems,Generating Allocations and Periodic Entries Manually,"Register a source system by completing tasks on the Manage Subledger Application page, including previewing the registered source system, generated sources, and assigned accounting attributes. This process accelerates the time from implementation to production using a spreadsheet registration approach.",18,Overview,Accounting Transformation | Chapter 6 | Implementing Accounting Hub | Oracle Fusion Cloud Financials,105,"Click Save and Close . 4. Preview the registered source system on the Manage Subledger Application page. Expand Event Model components. Click Cancel . 5. Preview the generated sources: Select the Manage Source task. View the sources. Click Cancel . 6. Preview the assigned accounting attributes: Select the Manage Accounting Attributes task. View the accounting attributes. Click Cancel . Related Topics - Register a Source System Using a Spreadsheet Register a Source System Using a Spreadsheet After completing the source system transaction flow analysis, you can use a spreadsheet to register your source systems in Accounting Hub. The spreadsheet registration accelerates the time from implementation and testing to production. Complete the following tasks to register your source system. 1. Download",,
implementing-accounting-hub,6,Manage Source Systems,Generating Allocations and Periodic Entries Manually,"Download the spreadsheet template using the Create Subledger Application Setups in Spreadsheet task. Populate the template with source system and transaction information in three worksheets: Source System, Transaction Information, and Line Information.",8,Instruction,Accounting Transformation | Chapter 6 | Implementing Accounting Hub | Oracle Fusion Cloud Financials,105,"the Spreadsheet Template Download the spreadsheet template using the Create Subledger Application Setups in Spreadsheet task. Navigate: Setup and Maintenance work area > Define Accounting Entry Configuration for Rapid Implementation > Create Subledger Application Setups in Spreadsheet 2. Populate the Spreadsheet Template Populate source system and transaction information in the spreadsheet template. The spreadsheet template has three worksheets: 1. Source System 2. Transaction Information 3. Line Information Source System On the Source System worksheet, enter the name of the source system and the transaction types. In the Source System Transactions region, enter the source system name and a short name:",,
implementing-accounting-hub,6,Manage Source Systems,Generating Allocations and Periodic Entries Manually,"Here is a concise summary: The ""Name"" field defines the source system name used for subledger application, event class, and journal source names in Accounting Hub, with a maximum length of 25 characters. The ""Short Name"" field is used as the column name in the database and represents an event",11,Definition,Accounting Transformation | Chapter 6 | Implementing Accounting Hub | Oracle Fusion Cloud Financials,106,"This table contains definitions of the Name and Short Name fields used in the spreadsheet. Name Short Name Name of the source system. - Used as the subledger application and event class. Maximum length 25 characters. Used as the column name in database. This source system name is used as the registered subledger, event class, and journal source names in Accounting Hub. - Event class represents the transaction and is used to group event types. - Event types represent an event in the life cycle of a transaction that has accounting impact. In the Transaction Types region, enter the transaction types. This table contains definitions of the Name and Short Name fields used in the spreadsheet. Name Short Name Transaction","Name
Short Name
Name of the source system.
-
Used as the subledger application
and event class.
Maximum length 25 characters.
Used as the column name in database.
Name
Short Name
Transaction type name.
Maximum length 30 characters.
Used as the column name in database.
Name
Short Name
Type
Journal Display?
Name of sources that appears in
a drop-down list for accounting
rules.
Maximum length 80 characters.
Used as the column header in the
transaction data template. This
template is used to upload source
system transactions.
Used to describe the type of values
from the source system.
Available values are:
Indicates whether this attribute
is shown on report and inquiries,
along with the journal.
Acceptable values are Yes or No.",
implementing-accounting-hub,6,Manage Source Systems,Generating Allocations and Periodic Entries Manually,"The Transaction Information worksheet lists predefined required sources, including By Default, Transaction Date, Transaction Number, and Ledger Name. The worksheet allows users to add additional source attributes for the transaction date if needed.",12,Definition,Accounting Transformation | Chapter 6 | Implementing Accounting Hub | Oracle Fusion Cloud Financials,106,"type name. Maximum length 30 characters. Used as the column name in database. Transaction Information The Transaction Information worksheet lists transaction information that can be used for accounting. These are header- level information sources. The worksheet includes three predefined required sources. - By default, the Transaction Date provides the accounting date for booking the journal. You can add additional source attributes for the transaction date if there are multiple date options that are used as accounting date. - Transaction Number links the transaction and line information. - Ledger Name is the reporting entity for which journal entries are booked in the general ledger. In the Transaction Information: List of Sources region enter the sources. This table contains definitions of the",,
implementing-accounting-hub,6,Manage Source Systems,Generating Allocations and Periodic Entries Manually,"The ""Name"", ""Short Name"", and ""Type"" fields display information about accounting rules sources, while the ""Journal Display"" field indicates if an attribute is displayed on reports and inquiries alongside the journal.",9,Overview,Accounting Transformation | Chapter 6 | Implementing Accounting Hub | Oracle Fusion Cloud Financials,106,"Name, Short Name, Type and Journal Display fields used in the spreadsheet. Name Short Name Type Journal Display? Name of sources that appears in a drop-down list for accounting rules. Maximum length 80 characters. Used as the column header in the transaction data template. This template is used to upload source system transactions. Used to describe the type of values from the source system. Available values are: Indicates whether this attribute is shown on report and inquiries, along with the journal. Acceptable values are Yes or No.",,
implementing-accounting-hub,6,Manage Source Systems,Generating Allocations and Periodic Entries Manually,"The Short Name field has three types: Text (up to 100 CHAR characters), Number (valid numeric data), and Date (valid date). Up to 50 sources, including user transaction identifiers, can be defined for each type.",11,Definition,Accounting Transformation | Chapter 6 | Implementing Accounting Hub | Oracle Fusion Cloud Financials,107,"Name Short Name Type Journal Display? - Text: Where length can be less than the Alphanumeric source type of 100 CHAR characters. - Number: A valid numeric data type. - Date: A valid date data type. - Long Text: Source type: VARCHAR2. Where length can be greater than the Alphanumeric source type of 100 CHAR characters, but is less than 1000 CHAR characters. Up to 50 text, 10 number, 10 dates, and 5 long text sources can be defined. This includes the three predefined required sources. In the user interface, these are known as user transaction identifiers. Up to ten rows can be used. Line Information The Line Information worksheet lists types of transaction information that can have more than","Name
Short Name
Type
Journal Display?
-
Text:
Where length can be less than
the Alphanumeric source type
of 100 CHAR characters.
-
Number:
A valid numeric data type.
-
Date:
A valid date data type.
-
Long Text:
Source type: VARCHAR2.
Where length can be greater
than the Alphanumeric
source type of 100 CHAR
characters, but is less than
1000 CHAR characters.
Up to 50 text, 10 number, 10 dates,
and 5 long text sources can be
defined.
This includes the three predefined
required sources.
In the user interface, these
are known as user transaction
identifiers.
Up to ten rows can be used.
Name
Short Name
Type
Chart of Accounts Value?
Name of sources that appears in
a drop-down list for accounting
rules.
Used as the column header in the
transaction data template. This
template is used to upload source
system transactions.
Used to describe the type of values
from the source system.
Available values are:
Indicates that the source can be
used to derive an account.
Acceptable values are Yes or No.",
implementing-accounting-hub,6,Manage Source Systems,Generating Allocations and Periodic Entries Manually,"The worksheet has predefined required sources for transaction information, including transaction number, default amount, and default currency. Additional sources can be added and mapped with accounting attributes using the user interface.",11,Note,Accounting Transformation | Chapter 6 | Implementing Accounting Hub | Oracle Fusion Cloud Financials,107,"one value per transaction. For example, an order or invoice line item amount. The worksheet includes three predefined required sources. - Transaction Number links transaction and line information. - Default Amount holds transaction amount values for use in accounting. - Default Currency holds entered currency values for use in accounting. Additional sources can be added if there are multiple different values that use the same source attribute. In that case, you must manually map the related accounting attributes with these additional sources from the user interface. In the Transaction Lines Information: List of Sources region enter the line sources. This table contains definitions of the Name, Short Name, Type and Chart of Accounts Value fields used in the spreadsheet. Name",,
implementing-accounting-hub,6,Manage Source Systems,Generating Allocations and Periodic Entries Manually,"The Short Name Type Chart of Accounts Value is a dropdown list for accounting rules, used as a column header in transaction data templates. It indicates whether a source system can be used to derive an account, with acceptable values being ""Yes"" or ""No"".",7,Definition,Accounting Transformation | Chapter 6 | Implementing Accounting Hub | Oracle Fusion Cloud Financials,107,Short Name Type Chart of Accounts Value? Name of sources that appears in a drop-down list for accounting rules. Used as the column header in the transaction data template. This template is used to upload source system transactions. Used to describe the type of values from the source system. Available values are: Indicates that the source can be used to derive an account. Acceptable values are Yes or No.,,
implementing-accounting-hub,6,Manage Source Systems,Generating Allocations and Periodic Entries Manually,"The ""Name"" field is for defining source names with a maximum length of 80 characters, and it supports various data types including Text, Number, Date, and Long Text. Up to 100 sources can be defined, including the three required predefined sources, and only Text-type sources can be used in segment",12,Note,Accounting Transformation | Chapter 6 | Implementing Accounting Hub | Oracle Fusion Cloud Financials,108,"Name Short Name Type Chart of Accounts Value? Do not add Line Number source name, as this name is reserved for automatically created internal source. Maximum length 80 characters. - Text: Where length can be less than the Alphanumeric source type of 100 CHAR characters. - Number: A valid numeric data type. - Date: A valid date value. - Long Text: Source type: VARCHAR2. Where length can be greater than the Alphanumeric source type of 100 CHAR characters, but is less than 1000 CHAR characters. Up to 100 text, 30 number, 10 dates, and 5 long text sources can be defined. This includes the three predefined required sources. Only text type sources can be used in segment rules. Examples of","Name
Short Name
Type
Chart of Accounts Value?
Do not add Line Number source
name, as this name is reserved
for automatically created internal
source.
Maximum length 80 characters.
-
Text:
Where length can be less than
the Alphanumeric source type
of 100 CHAR characters.
-
Number:
A valid numeric data type.
-
Date:
A valid date value.
-
Long Text:
Source type: VARCHAR2.
Where length can be greater
than the Alphanumeric
source type of 100 CHAR
characters, but is less than
1000 CHAR characters.
Up to 100 text, 30 number, 10
dates, and 5 long text sources can
be defined.
This includes the three predefined
required sources.
Only text type sources can be used
in segment rules.
Examples of sources that are
typically used to derive the general
ledger account:
-
Account
-
Cost center
-
Company segment value",
implementing-accounting-hub,6,Manage Source Systems,Generating Allocations and Periodic Entries Manually,"The general ledger account can be derived from sources such as Account, Cost center, and Company segment value. The spreadsheet template must be validated to ensure accuracy, with errors generating an error message and a Validation Report worksheet.",9,Note,Accounting Transformation | Chapter 6 | Implementing Accounting Hub | Oracle Fusion Cloud Financials,108,"sources that are typically used to derive the general ledger account: - Account - Cost center - Company segment value Note: The maximum size allowed for numeric source is 24 digits to the left of decimal and 38 digits to the right of decimal point. 3. Validate To verify the accuracy of the content in the spreadsheet template, use the Validate icon on the Source System worksheet. - If there is an error, you receive an error message. - A Validation Report worksheet is created. - Open the Validation Report worksheet to review the error. - Correct the error and validate the content again. 4. Generate .zip File Generate the .zip file by using the Generate .zip icon on the",,
implementing-accounting-hub,6,Manage Source Systems,Generating Allocations and Periodic Entries Manually,"Upload a .zip file using the ""Create Subledger Application Setups"" task, selecting ""Import"" after browsing for the file. If errors occur during upload, correct them in the spreadsheet and try again; otherwise, the source system will be registered in Accounting Hub with transaction information created.",13,Instruction,Accounting Transformation | Chapter 6 | Implementing Accounting Hub | Oracle Fusion Cloud Financials,109,"5. Upload .zip File Use the Create Subledger Application Setups in Spreadsheet task to upload the .zip file. - Use the Upload Setup File button. - Browse for your .zip file. - Select Import. If there is any error during the upload process, you're prompted with an error message. Correct the error in the spreadsheet in the fields noted in the error message. If there is no error: - The source system is now registered in Accounting Hub. - One transaction object at header and line levels is created. 6. Verify Source System Verify the uploaded source system and transaction information from the user interface. You can update the uploaded objects from the user interface. For example: - Accounting Event",,
implementing-accounting-hub,6,Manage Source Systems,Generating Allocations and Periodic Entries Manually,"New event types and assignments for value sets and lookup types can be added, enabling predefined valid values for sources used to create accounting rules. Sources can also be revised with new names or marked as corresponding to accounting flexfield identifiers, allowing easier configuration of accounting rules.",10,Tips,Accounting Transformation | Chapter 6 | Implementing Accounting Hub | Oracle Fusion Cloud Financials,109,"Types: Add new event types. - Sources: Assign and update value set and lookup type assignments. Whenever appropriate, sources can have lookup types or value sets assigned. Assigning a value set or lookup type enables you to predefine valid values for the source that's used to create accounting rules. You can revise the sources. These revisions are: - Source names can be revised to be more business user-friendly so they're easily understood when configuring accounting rules. - Sources that correspond to accounting flexfield identifiers can be marked as such. You can add sources from the user interface. The download of a new transaction data template includes this newly added source. - Accounting Attribute Assignments: An accounting attribute is a piece",,
implementing-accounting-hub,6,Manage Source Systems,Generating Allocations and Periodic Entries Manually,"The Create Accounting process maps source values to journal entry attributes, such as entered currency. Sources can be added or updated if multiple options are available, and configured accounting rules use these sources to determine journal entry details.",8,Instruction,Accounting Transformation | Chapter 6 | Implementing Accounting Hub | Oracle Fusion Cloud Financials,109,"of the journal entry. The mapping of sources to accounting attributes specifies how the Create Accounting process gets the value for each piece of the journal entry. For example, the Entered Currency attribute is used to map source values to the entered currency field for subledger journal entry lines. Add and update source assignments to accounting attribute. - You can add and make updates to the source assignment to the accounting attribute if you have other sources available. For example, when you have more than one transaction date source value. 7. Configure Accounting Rules Next, configure the accounting rules using the sources from the transaction information.",,
implementing-accounting-hub,6,Manage Source Systems,Generating Allocations and Periodic Entries Manually,"Configure accounting rules using the Setup and Maintenance work area's Configure Accounting Rules task, highlighting the desired subledger application and navigating across rule components. Define accounting methods to group subledger journal entry rule sets, determining how source system transactions are accounted for a given ledger.",8,Instruction,Accounting Transformation | Chapter 6 | Implementing Accounting Hub | Oracle Fusion Cloud Financials,110,"Use the streamlined navigation across rule components to configure the accounting rules. - Start by using the Configure Accounting Rules task from the Setup and Maintenance work area. This task is also embedded in the Define Accounting Entry Configuration for Rapid Implementation task list. - Highlight the subledger application that you would like to use to configure accounting rules. - On the Configure Accounting Rules user interface, navigate across the rule components that you would like to create or edit. Define Accounting Methods Define accounting methods to group subledger journal entry rule sets. This determines how the source system transactions are accounted for a given ledger. Assign journal entry rule sets to event class and event type combinations in an","Rule
Description
Journal Line Rule
Determine basic information about a subledger journal entry line. Such information includes whether
the line is a debit or credit, the accounting class, the currency, the amounts, and conversion rates.
Description Rule
Determine the descriptions that are included on subledger journal entry headers and lines. Include
constant values, transaction attribute, and transaction information in descriptions.
Account Rule
Determine which account is used for a subledger journal entry line.
Supporting Reference
Optionally used to store additional source information about transactions. Are useful for reconciliation
of accounting to source systems, as well as reporting.",
implementing-accounting-hub,6,Manage Source Systems,Generating Allocations and Periodic Entries Manually,"A journal entry rule set defines how subledger journal entries are created, with components including accounting rule names and descriptions, rule sets for determining basic information, descriptions, and accounts. This ruleset also allows for storing additional source information about transactions.",9,Overview,Accounting Transformation | Chapter 6 | Implementing Accounting Hub | Oracle Fusion Cloud Financials,110,"accounting method. This determines how the subledger journal entries for that class or type are created. The following are the components of a journal entry rule set: This table contains the accounting rule names and descriptions. Rule Description Journal Line Rule Determine basic information about a subledger journal entry line. Such information includes whether the line is a debit or credit, the accounting class, the currency, the amounts, and conversion rates. Description Rule Determine the descriptions that are included on subledger journal entry headers and lines. Include constant values, transaction attribute, and transaction information in descriptions. Account Rule Determine which account is used for a subledger journal entry line. Supporting Reference Optionally used to store additional source information about transactions.",,
implementing-accounting-hub,6,Manage Source Systems,Generating Allocations and Periodic Entries Manually,"Conditions in journal line rules, description rules, and account rules enable specific accounting treatments based on certain conditions. For example, using a specific loan receivable account based on loan type, allowing for accurate reconciliation and reporting.",6,Tips,Accounting Transformation | Chapter 6 | Implementing Accounting Hub | Oracle Fusion Cloud Financials,110,"Are useful for reconciliation of accounting to source systems, as well as reporting. Conditions You can attach conditions to journal line rules, description rules, and account rules components. A condition combines constants, source values, and operands to indicate when a particular journal line rule, description, or account rule is used. For example, for mortgage loans, you can elect to use a specific loan receivable account based on the loan type. Note: - To obtain a listing of accounting rule setup by ledger, submit the Subledger Accounting Method Setups Report. - The maximum size allowed for a numeric source in the description rule is 24 digits to the left of the decimal and 38 digits to the right of the decimal",,
