section_id,indexed_text
Oracle Fusion Cloud Financials|6 Accounting Transformation|Use the same chart of accounts Are not associated with any chart of accounts|Watch video,Assignment of Supporting References Supporting references may be used to capture transaction values on journal entry lines. A supporting reference can be used on a journal entry rule set only if it's assigned a source from the event class of the journal entry rule set.
Oracle Fusion Cloud Financials|6 Accounting Transformation|Use the same chart of accounts Are not associated with any chart of accounts|Watch video,Related Topics
Oracle Fusion Cloud Financials|6 Accounting Transformation|Use the same chart of accounts Are not associated with any chart of accounts|Watch video,Description Rules
Oracle Fusion Cloud Financials|6 Accounting Transformation|Use the same chart of accounts Are not associated with any chart of accounts|Watch video,Journal Line Rules
Oracle Fusion Cloud Financials|6 Accounting Transformation|Use the same chart of accounts Are not associated with any chart of accounts|Watch video,Account Rules
Oracle Fusion Cloud Financials|6 Accounting Transformation|Use the same chart of accounts Are not associated with any chart of accounts|Watch video,Supporting References
Oracle Fusion Cloud Financials|6 Accounting Transformation|Use the same chart of accounts Are not associated with any chart of accounts|Watch video,Manage Journal Line Rules
Oracle Fusion Cloud Financials|6 Accounting Transformation|Use the same chart of accounts Are not associated with any chart of accounts|Watch video,Create a Journal Line Rule
Oracle Fusion Cloud Financials|6 Accounting Transformation|Use the same chart of accounts Are not associated with any chart of accounts|Watch video,In this procedure you create a journal line rule.
Oracle Fusion Cloud Financials|6 Accounting Transformation|Use the same chart of accounts Are not associated with any chart of accounts|Watch video,Navigate to the Manage Journal Line Rules page.
Oracle Fusion Cloud Financials|6 Accounting Transformation|Use the same chart of accounts Are not associated with any chart of accounts|Watch video,"1. From the Setup and Maintenance work area, click the Implementation Projects button. 2. Search for the FAH Implementation project . 3. Expand the task list: Define Accounting Configuration for Rapid Implementation . 4. Expand the task list: Define Accounting Rules for Rapid Implementation . 5. Select the task: Manage Journal Line Rules . 6. Click Go to Task . Create a journal line rule on the Manage Journal Line Rules page:"
Oracle Fusion Cloud Financials|6 Accounting Transformation|Use the same chart of accounts Are not associated with any chart of accounts|Watch video,1. Click Create icon. 2. Enter Name . 3. Enter Short Name . 4. Enter Event Class . 5. Enter Side = Credit . 6. Enter Accounting Class .
Oracle Fusion Cloud Financials|6 Accounting Transformation|Use the same chart of accounts Are not associated with any chart of accounts|Watch video,"7. Click Save and Create Another . Repeat these steps to create another journal line rule, with a Side = Debit ."
Oracle Fusion Cloud Financials|6 Accounting Transformation|Use the same chart of accounts Are not associated with any chart of accounts|Watch video,Related Topics
Oracle Fusion Cloud Financials|6 Accounting Transformation|Use the same chart of accounts Are not associated with any chart of accounts|Watch video,Journal Line Rules
Oracle Fusion Cloud Financials|6 Accounting Transformation|Use the same chart of accounts Are not associated with any chart of accounts|Watch video,Journal Line Rules
Oracle Fusion Cloud Financials|6 Accounting Transformation|Use the same chart of accounts Are not associated with any chart of accounts|Watch video,Journal line rules are defined within the context of accounting event classes. A journal line rule can be used in a subledger journal entry rule set that has the same event class. You may also assign conditions to the journal line rule.
Oracle Fusion Cloud Financials|6 Accounting Transformation|Use the same chart of accounts Are not associated with any chart of accounts|Watch video,How You Create Journal Line Rules
Oracle Fusion Cloud Financials|6 Accounting Transformation|Use the same chart of accounts Are not associated with any chart of accounts|Watch video,Journal line rules are assigned to journal entry rule sets.
Oracle Fusion Cloud Financials|6 Accounting Transformation|Use the same chart of accounts Are not associated with any chart of accounts|Watch video,"To create a journal line rule, select values for options such as:"
Oracle Fusion Cloud Financials|6 Accounting Transformation|Use the same chart of accounts Are not associated with any chart of accounts|Watch video,"Side (Debit, Credit, Gain or Loss)"
Oracle Fusion Cloud Financials|6 Accounting Transformation|Use the same chart of accounts Are not associated with any chart of accounts|Watch video,"For example, when a payables invoice is generated, the liability account should normally be credited. The journal line rule must therefore specify the Side option as Credit. On the other hand, the payment of the Payables invoice must be accounted with a debit to the liability account. A separate journal line rule must be defined to create this debit line."
Oracle Fusion Cloud Financials|6 Accounting Transformation|Use the same chart of accounts Are not associated with any chart of accounts|Watch video,Merge Matching Lines: To summarize subledger journal entry lines within each subledger entry. Journal entry lines with matching criteria are merged. Here is the list of matching criteria that are used:
Oracle Fusion Cloud Financials|6 Accounting Transformation|Switch side Third party Third-party site Third-party type Transaction rounding reference,"When Merge Matching Lines = All, DR and CR lines with the same merge criteria are merged together with a net amount. It will only result in 1 line, either in DR or CR."
Oracle Fusion Cloud Financials|6 Accounting Transformation|Switch side Third party Third-party site Third-party type Transaction rounding reference,"When Merge Matching Lines = No, accounting lines are not merged even when merge criteria have the same values."
Oracle Fusion Cloud Financials|6 Accounting Transformation|Switch side Third party Third-party site Third-party type Transaction rounding reference,"When Merge Matching Lines = Debit or Credit, DR and CR lines with the same merge criteria are merged separately by the side. DR lines are merged to DR and CR lines are merged to CR. It may result in both debit and credit lines."
Oracle Fusion Cloud Financials|6 Accounting Transformation|Switch side Third party Third-party site Third-party type Transaction rounding reference,Accounting Class
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Select an accounting class to classify journal entry lines. For example, when a validated Payables invoice is accounted, the Item Expense and Liability journal lines are created. In this case, the journal line rules used in the accounting rules are assigned Item Expense and Liability accounting classes respectively.","Switch Debit and Credit: Reverses a debit for a credit and a credit for a debit. For example, you can select this option to ensure that if a negative amount is entered for a journal, the journal line is created with positive amount in the opposite side."
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Select an accounting class to classify journal entry lines. For example, when a validated Payables invoice is accounted, the Item Expense and Liability journal lines are created. In this case, the journal line rules used in the accounting rules are assigned Item Expense and Liability accounting classes respectively.",Conditions: To restrict the use of a journal line rule by controlling when a particular journal line rule is used by the Create Accounting process.
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Select an accounting class to classify journal entry lines. For example, when a validated Payables invoice is accounted, the Item Expense and Liability journal lines are created. In this case, the journal line rules used in the accounting rules are assigned Item Expense and Liability accounting classes respectively.","Accounting Attributes: When creating a journal line rule, accounting attribute assignments are automatically established. These are based on the default accounting attribute assignments for that journal line rule's accounting event class. You can override this default mapping of standard sources to accounting attributes. The list of values for the source override includes all sources assigned to the accounting attribute, for the event class associated with the journal line rule."
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Select an accounting class to classify journal entry lines. For example, when a validated Payables invoice is accounted, the Item Expense and Liability journal lines are created. In this case, the journal line rules used in the accounting rules are assigned Item Expense and Liability accounting classes respectively.",Advanced Options
"Oracle Fusion Cloud Financials|6 Accounting Transformation|The Subledger Gain or Loss Option: Applies only to amount calculations for the primary ledger. Gain or loss amounts aren't converted to reporting currency or nonvaluation method secondary ledgers. If the option is selected, the journal line holds the gain or loss amounts calculated by the subledger.","The gain or loss amount is calculated as the difference in applied amounts due to fluctuations in conversion rates, based upon conversion to the ledger currency. Foreign exchange gain or loss amounts occur when two related transactions, such as an invoice and its payment, are entered in a currency other than the ledger currency, and the conversion rate fluctuates between the times that the two are accounted. The Rounding Class Option: Along with transaction rounding, groups journal lines together and calculates transaction rounding. Subledger transaction rounding differences can occur when a"
"Oracle Fusion Cloud Financials|6 Accounting Transformation|The Subledger Gain or Loss Option: Applies only to amount calculations for the primary ledger. Gain or loss amounts aren't converted to reporting currency or nonvaluation method secondary ledgers. If the option is selected, the journal line holds the gain or loss amounts calculated by the subledger.","transaction has multiple-related applied-to transactions, such as a Receivables invoice that has multiple associated receipts. The Link Journal Lines Option: Determines whether the journal line rule is set up to establish a link between the accounting of transactions that are related both within the same application, and across applications. The alternatives are described in this table:"
"Oracle Fusion Cloud Financials|6 Accounting Transformation|The Subledger Gain or Loss Option: Applies only to amount calculations for the primary ledger. Gain or loss amounts aren't converted to reporting currency or nonvaluation method secondary ledgers. If the option is selected, the journal line holds the gain or loss amounts calculated by the subledger.",This table contains the Link Journal Line Options and their descriptions.
"Oracle Fusion Cloud Financials|6 Accounting Transformation|The Subledger Gain or Loss Option: Applies only to amount calculations for the primary ledger. Gain or loss amounts aren't converted to reporting currency or nonvaluation method secondary ledgers. If the option is selected, the journal line holds the gain or loss amounts calculated by the subledger.",Link Journal Lines Option Description
"Oracle Fusion Cloud Financials|6 Accounting Transformation|The Subledger Gain or Loss Option: Applies only to amount calculations for the primary ledger. Gain or loss amounts aren't converted to reporting currency or nonvaluation method secondary ledgers. If the option is selected, the journal line holds the gain or loss amounts calculated by the subledger.",None
"Oracle Fusion Cloud Financials|6 Accounting Transformation|The Subledger Gain or Loss Option: Applies only to amount calculations for the primary ledger. Gain or loss amounts aren't converted to reporting currency or nonvaluation method secondary ledgers. If the option is selected, the journal line holds the gain or loss amounts calculated by the subledger.",No link is established.
"Oracle Fusion Cloud Financials|6 Accounting Transformation|The Subledger Gain or Loss Option: Applies only to amount calculations for the primary ledger. Gain or loss amounts aren't converted to reporting currency or nonvaluation method secondary ledgers. If the option is selected, the journal line holds the gain or loss amounts calculated by the subledger.",Copy from corresponding line
"Oracle Fusion Cloud Financials|6 Accounting Transformation|The Subledger Gain or Loss Option: Applies only to amount calculations for the primary ledger. Gain or loss amounts aren't converted to reporting currency or nonvaluation method secondary ledgers. If the option is selected, the journal line holds the gain or loss amounts calculated by the subledger.","Build account for a journal line using segments from the offsetting entry of the current journal line. For example, when the business process requires that a cost center incurring an expense must also bear the invoice liability and cash outlay."
"Oracle Fusion Cloud Financials|6 Accounting Transformation|The Subledger Gain or Loss Option: Applies only to amount calculations for the primary ledger. Gain or loss amounts aren't converted to reporting currency or nonvaluation method secondary ledgers. If the option is selected, the journal line holds the gain or loss amounts calculated by the subledger.",Defining Conditions for Journal Line Rules
"Oracle Fusion Cloud Financials|6 Accounting Transformation|The Subledger Gain or Loss Option: Applies only to amount calculations for the primary ledger. Gain or loss amounts aren't converted to reporting currency or nonvaluation method secondary ledgers. If the option is selected, the journal line holds the gain or loss amounts calculated by the subledger.","You may set conditions to specify whether the journal line rule is used to create a subledger journal entry line. If the conditions are true, the line rule is used to create a subledger journal entry line. Use sources to create these conditions."
"Oracle Fusion Cloud Financials|6 Accounting Transformation|The Subledger Gain or Loss Option: Applies only to amount calculations for the primary ledger. Gain or loss amounts aren't converted to reporting currency or nonvaluation method secondary ledgers. If the option is selected, the journal line holds the gain or loss amounts calculated by the subledger.","For example, you can set up a condition that creates a journal line to record tax, only if there's tax for an invoice. The line type and account class mentioned here are examples of sources."
"Oracle Fusion Cloud Financials|6 Accounting Transformation|The Subledger Gain or Loss Option: Applies only to amount calculations for the primary ledger. Gain or loss amounts aren't converted to reporting currency or nonvaluation method secondary ledgers. If the option is selected, the journal line holds the gain or loss amounts calculated by the subledger.",The condition for a Payables invoice tax journal line rule could be:
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Line Type = Tax When this condition is true, there's tax for a payables invoice line. A journal entry line is created to record the accounting impact of the tax.","Similarly, the condition for an invoice tax journal line rule could be:"
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.",Another example is a condition that creates a journal line for freight when there are freight charges on an invoice.
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.","Journal line rule conditions determine whether a journal line rule and its associated account rules and description rules are used to create the subledger journal entry line. If the conditions of all the journal line rules assigned to the journal entry rule set aren't met, the transaction is processed without the creation of any subledger journal entries, and the event status is set to Processed."
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.",Note: Constant values that are used in any Conditions region must not contain the following characters:
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.",""""
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.",","
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.",&
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.",|
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.",(
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.",)
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.",'
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.","For example, in the condition ""Project Type"" = ABC (123), the constant value following the equal sign, ABC (123), contains restricted characters ( ) that enclose 123 and is invalid."
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.",Related Topics
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.",Examples of Creating Condition
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.",Manage Account Rules and Mapping Sets
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.",Create Account Rules and Mapping Set
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video",In this procedure you create a mapping set and account rules.
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video",Create a Mapping Set
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video",Navigate to the Manage Mapping Sets page.
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video","1. From the Setup and Maintenance work area, click the Implementation Projects button. 2. Search for the FAH Implementation project . 3. Expand the task list: Define Accounting Configuration for Rapid Implementation . 4. Expand the task list: Define Accounting Rules for Rapid Implementation . 5. Select the task: Manage Mapping Set . 6. Click Go to Task ."
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video",Create a mapping set on the Manage Mapping Sets page.
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video",1. Click Create icon. 2. Enter Name .
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video",3. Enter Short Name . 4. Enter Output Type .
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video",In the Input Source region:
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video",a. Select Actions > Select and Add . b. Search and select Source .
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video",c. Click OK
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video",In the Chart of Accounts region:
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video",a. Click Create icon. b. Enter Chart of Accounts .
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video",c. Enter Segment . d. Click Save .
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video",In the Mappings region:
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video",a. Click Create icon. b. Enter Loan Type .
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video",c. Enter Output for Department . d. Click Create icon. e. Enter additional Loan Type and Output for Department .
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video",f. Click Save and Close . g. Click Done .
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video",Create Account Rules
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video",Create an account rule with a Constant value type on the Manage Account Rule page.
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video",1. Select the Manage Account Rules task. 2. Click Create icon. 3. Enter Name . 4. Enter Short Name . 5. Enter Chart of Accounts . 6. Enter Rule Type . 7. Click Save .
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video",In the Rules region:
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video",a. Click Create icon. b. Enter Value Type = Constant .
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video",c. Enter Chart of Account . d. Click Save and Create Another .
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video",Create an account rule using a segment rule type and a mapping set.
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video",1. Enter Name . 2. Enter Short Name . 3. Enter Chart of Accounts . 4. Enter Rule Type = Segment . 5. Enter Segment .
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video",6. Click Save .
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video",In the Rules region:
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video",a. Click Create icon. b. Enter Value Type = Mapping Set .
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video",c. Enter Value = Mapping Set name . d. Click Save and Create Another .
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video",Create an account rule using an account combination rule type:
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video",1. Click Create icon. 2. Enter Name . 3. Enter Short Name . 4. Enter Chart of Accounts . 5. Enter Rule Type = Account Combination . 6. Click Save .
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video",In the Rules region:
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video",a. Click Create icon. b. Enter Value Type = Constant .
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video",c. Enter Value . d. Click Save and Close . e. Click Done .
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video",Related Topics
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video",How You Define Account Rules
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video",Account Rules
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video","Account rules are used to determine the accounts for subledger journal entry lines. In addition, you can specify the conditions under which these rules apply. Using these capabilities, you can develop complex rules for defining accounts under different circumstances to meet your specific requirements."
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video","You can define account rules for an account, segment, or value set."
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video","Account Rules by Account Define account rules by account to determine the entire account combination. For example, an account rule defined by account can be used to determine the complete supplier liability account in Oracle Fusion Payables."
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video","Account Rules by Segment Define segment rules to derive a specific segment of the general ledger account. For example, a particular segment like the company segment can be determined from the distribution account."
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video","Another segment can be determined with the use of a constant value. Creating the account one segment at a time offers greater flexibility, but also requires more setup."
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video","Use both segment based and account based rules to derive a single account. Segment-specific rules are used, where they're defined, and take the remaining values from an account-based rule. For example, you can use an account rule which is for all segments and also separately use a rule which is for one particular segment. Segment-specific rules take precedence over the all segments account based rule."
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video","Combine account rules with segment rules. In this case, the segment value is derived from the segment rule to override the corresponding segment of the account. If the segment rule has conditions associated with the priorities and none are met, no override occurs and the segment value is derived from the account rule."
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video",Note:
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video","If the returned account is end dated with a date that's the same or before the subledger journal entry accounting date, and an alternate account is defined in the general ledger, the alternate account is used. The original account is stored on the journal line for audit purposes"
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video","If the alternate account is invalid, the Create Accounting process creates the journal in the invalid status. An error message is displayed to indicate the GL account is invalid."
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video","If the derived account or the alternate account is invalid and the Create Accounting process is submitted with the process event parameter set to Invalid Account, the invalid account is replaced with the suspense account defined in the ledger option for the ledger."
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video",Account Rules by Value Sets
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video","In the absence of a chart of accounts, you may define account rules based upon value sets. This enables you to share the same rule between more than one chart of accounts if the segments in these charts of accounts share the same value set."
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video",Sharing Account Rules across Applications
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video",You may share account rules across applications in the following ways.
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video","Assign an account rule from the same or a different application to a journal line rule in the subledger journal entry rule set. For example, to derive an expense account for journal line rule Expense, assign the Projects Cost Account rule owned to the Payables journal line rule Expense."
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video","Create an account rule based on an account rule from another application and assign it to a journal line rule. For example, you may create an account rule Invoice Expense Account referencing Project Cost Account assigned in the Priorities region. You may attach the Invoice Expense Account rule to the journal line rule Expense in the journal entry rule set."
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video",Note:
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video","To share an account rule across applications, all sources used by the account rule must be available for the event class."
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video","If the sources are available, an account rule is assigned to a journal line rule in the journal entry rule set. Verification occurs to confirm that all sources used by the account rule are available for the journal line rule accounting event class. Journal line rules are only available if the sources are shared; such as reference objects."
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video",Account Rules and Mapping Sets
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video",Mapping sets can be used to associate a specific output value for an account or segment. You can use mapping sets in account rules to build the account.
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video",Account Rules Conditions
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video","In the account rules you may specify conditions for each rule detail line. Priorities determine the order in which account rule conditions are examined. When the condition is met, the rule associated with that priority is used. Depending on which of the defined conditions is met, a different account rule detail is employed to create the account."
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video","The Create Accounting process evaluates conditions based on the priority of the rule detail. When the condition is met, the rule detail is applied."
"Oracle Fusion Cloud Financials|6 Accounting Transformation|Where Account Class = Tax In this case, if there's an account class of Tax, the journal line is used to record the accounting impact of the tax.|Watch video",Note: Constant values that are used in any Conditions region must not contain the following characters:
