page_num,section_id,indexed_text,header_footer_text,image_text,hyperlink_text,table_text
120,User Transaction Identifiers,You can specify up to ten columns from the transaction sources that are available for inquiry and reports.,Header for Page 120 | Footer for Page 120,,,
120,User Transaction Identifiers,The transaction data that identifies the transaction varies by subledger application.,Header for Page 120 | Footer for Page 120,,,
120,User Transaction Identifiers,Accounting event reports and inquiries display the transaction identifiers and their labels appropriate for the corresponding event class.,Header for Page 120 | Footer for Page 120,,,
120,User Transaction Identifiers,The user transaction identifiers can be displayed for an event regardless of its status. This includes the case when the accounting event hasn't been processed.,Header for Page 120 | Footer for Page 120,,,
120,User Transaction Identifiers,The user transaction identifier values are displayed at the time the accounting event reports and inquiries are run.,Header for Page 120 | Footer for Page 120,,,
120,User Transaction Identifiers,112,Header for Page 120 | Footer for Page 120,,,
121,,Oracle Fusion Cloud Financials Implementing Accounting Hub,Header for Page 121 | Footer for Page 121,,,
121,,Chapter 6 Accounting Transformation,Header for Page 121 | Footer for Page 121,,,
121,,Accounting Sources,Header for Page 121 | Footer for Page 121,,,
121,Accounting Sources,Sources are a key component for setting up accounting rules. Sources represent transaction and reference information from source systems. Contextual and reference data of transactions that are set up as sources can be used in accounting rules definitions.,Header for Page 121 | Footer for Page 121,,,
121,Accounting Sources,"When determining what sources should be available, it's helpful to begin the analysis by considering which information from your source system has accounting impact.",Header for Page 121 | Footer for Page 121,,,
121,Accounting Sources,Examples of sources that are accounting in nature include:,Header for Page 121 | Footer for Page 121,,,
121,Accounting Sources,Transaction date,Header for Page 121 | Footer for Page 121,,,
121,Accounting Sources,Entered currency,Header for Page 121 | Footer for Page 121,,,
121,Accounting Sources,Transaction amounts,Header for Page 121 | Footer for Page 121,,,
121,Accounting Sources,"In addition to sources required for accounting, there may be other sources used for reporting purposes.",Header for Page 121 | Footer for Page 121,,,
121,Accounting Sources,Examples of information that may be useful as supporting attributes for subledger journal entries are:,Header for Page 121 | Footer for Page 121,,,
121,Accounting Sources,Transaction identification numbers such as:,Header for Page 121 | Footer for Page 121,,,
121,Accounting Sources,Loan number Customer number Billing account number,Header for Page 121 | Footer for Page 121,,,
121,Accounting Sources|Loan number Customer number Billing account number,Counterparty information,Header for Page 121 | Footer for Page 121,,,
121,Accounting Sources|Loan number Customer number Billing account number,Transaction dates,Header for Page 121 | Footer for Page 121,,,
121,Accounting Sources|Loan number Customer number Billing account number,Provide a rich library of sources from your source systems for maximum flexibility when creating definitions for subledger journal entries.,Header for Page 121 | Footer for Page 121,,,
121,Accounting Sources|Loan number Customer number Billing account number,A distinct difference exists between sources and source values:,Header for Page 121 | Footer for Page 121,,,
121,Accounting Sources|Loan number Customer number Billing account number,"Source is the metadata, or name of the transaction attribute, used to create accounting rules.",Header for Page 121 | Footer for Page 121,,,
121,Accounting Sources,For example: Transaction Date,Header for Page 121 | Footer for Page 121,,,
121,Accounting Sources|For example: Transaction Date,"Source values are the value of the attribute, used by the Create Accounting process to create subledger journal entries. These entries are based upon source assignments to accounting rules.",Header for Page 121 | Footer for Page 121,,,
121,Accounting Sources,"For example: Aug 01, 2017",Header for Page 121 | Footer for Page 121,,,
121,Accounting Sources,Sources,Header for Page 121 | Footer for Page 121,,,
121,Accounting Sources|Sources,Create sources from any of these user interactions:,Header for Page 121 | Footer for Page 121,,,
121,Accounting Sources|Sources,Create initial sources automatically when registering a new source system configuration using the spreadsheet mechanism.,Header for Page 121 | Footer for Page 121,,,
121,Accounting Sources|Sources,113,Header for Page 121 | Footer for Page 121,,,
122,,Oracle Fusion Cloud Financials Implementing Accounting Hub,Header for Page 122 | Footer for Page 122,,,"Source Value | Data Type
Alphanumeric and fewer than 100
characters | Alphanumeric
Alphanumeric and between 100 and
1000 characters | Long
Numeric | Number
Date | Date"
122,,Chapter 6 Accounting Transformation,Header for Page 122 | Footer for Page 122,,,
122,,Add subsequent sources from the Manage Sources user interface after the initial upload of the source system.,Header for Page 122 | Footer for Page 122,,,
122,,This table contains the data types that can be used when adding sources:,Header for Page 122 | Footer for Page 122,,,
122,This table contains the data types that can be used when adding sources:|Add subsequent sources from the Manage Sources user interface after the initial upload of the source system.,Source Value Data Type,Header for Page 122 | Footer for Page 122,,,
122,This table contains the data types that can be used when adding sources:|Add subsequent sources from the Manage Sources user interface after the initial upload of the source system.,Alphanumeric and fewer than 100,Header for Page 122 | Footer for Page 122,,,
122,This table contains the data types that can be used when adding sources:|Add subsequent sources from the Manage Sources user interface after the initial upload of the source system.,Alphanumeric,Header for Page 122 | Footer for Page 122,,,
122,This table contains the data types that can be used when adding sources:|Add subsequent sources from the Manage Sources user interface after the initial upload of the source system.,characters,Header for Page 122 | Footer for Page 122,,,
122,This table contains the data types that can be used when adding sources:|Add subsequent sources from the Manage Sources user interface after the initial upload of the source system.,Alphanumeric and between 100 and,Header for Page 122 | Footer for Page 122,,,
122,This table contains the data types that can be used when adding sources:|Add subsequent sources from the Manage Sources user interface after the initial upload of the source system.,Long,Header for Page 122 | Footer for Page 122,,,
122,This table contains the data types that can be used when adding sources:|Add subsequent sources from the Manage Sources user interface after the initial upload of the source system.,1000 characters,Header for Page 122 | Footer for Page 122,,,
122,This table contains the data types that can be used when adding sources:|Add subsequent sources from the Manage Sources user interface after the initial upload of the source system.,Numeric,Header for Page 122 | Footer for Page 122,,,
122,This table contains the data types that can be used when adding sources:|Add subsequent sources from the Manage Sources user interface after the initial upload of the source system.,Number,Header for Page 122 | Footer for Page 122,,,
122,This table contains the data types that can be used when adding sources:|Add subsequent sources from the Manage Sources user interface after the initial upload of the source system.,Date,Header for Page 122 | Footer for Page 122,,,
122,This table contains the data types that can be used when adding sources:|Add subsequent sources from the Manage Sources user interface after the initial upload of the source system.,Date,Header for Page 122 | Footer for Page 122,,,
122,This table contains the data types that can be used when adding sources:,"Note: After adding new sources from the UI, and before importing any new transactions, you must download the latest transaction template. The display flag in the Manage Sources UI determines whether to display the source in the Subledger Accounting setup UI.",Header for Page 122 | Footer for Page 122,,,
122,This table contains the data types that can be used when adding sources:,"To set up appropriate subledger journal entry rule sets, users and those implementing must understand the origins, meaning, and context of sources.",Header for Page 122 | Footer for Page 122,,,
122,This table contains the data types that can be used when adding sources:,Use business-oriented names for sources to enable accountants and analysts to effectively create accounting rules.,Header for Page 122 | Footer for Page 122,,,
122,This table contains the data types that can be used when adding sources:,Enables users to easily identify a source.,Header for Page 122 | Footer for Page 122,,,
122,This table contains the data types that can be used when adding sources:,Ensures consistency in nomenclature.,Header for Page 122 | Footer for Page 122,,,
122,,Accounting Attribute Assignments,Header for Page 122 | Footer for Page 122,,,
122,Accounting Attribute Assignments|This table contains the data types that can be used when adding sources:,The Create Accounting process uses the values of sources assigned to accounting attributes and accounting rules to create subledger journal entries.,Header for Page 122 | Footer for Page 122,,,
122,Accounting Attribute Assignments|This table contains the data types that can be used when adding sources:,"The Create Accounting process uses the sources assigned to accounting attributes to copy values from transaction data to subledger journal entries. For example, you may map the invoice entered currency to the subledger journal entry entered currency.",Header for Page 122 | Footer for Page 122,,,
122,Accounting Attribute Assignments|This table contains the data types that can be used when adding sources:,Each accounting attribute is associated with a level:,Header for Page 122 | Footer for Page 122,,,
122,Accounting Attribute Assignments|This table contains the data types that can be used when adding sources:,1. Header: Used when creating subledger journal entry headers. 2. Line: Used when creating subledger journal entry lines.,Header for Page 122 | Footer for Page 122,,,
122,Accounting Attribute Assignments,Minimum Required Accounting Attribute Assignments,Header for Page 122 | Footer for Page 122,,,
122,Accounting Attribute Assignments|Minimum Required Accounting Attribute Assignments,To create a valid journal entry the following accounting attribute assignments are required. Accounting Hub predefines the values:,Header for Page 122 | Footer for Page 122,,,
122,Accounting Attribute Assignments|Minimum Required Accounting Attribute Assignments,114,Header for Page 122 | Footer for Page 122,,,
123,,Oracle Fusion Cloud Financials Implementing Accounting Hub,Header for Page 123 | Footer for Page 123,,,"Accounting Attribute | Predefined Source Assignment
Accounting Date | Transaction Date
Distribution Type | Accounting Event Type Code
Entered Amount | Default Amount
Entered Currency Code | Default Currency
First Distribution Identifier | Line Number
---
Accounting
Attributes | Data Type | Journal Entry Level | Assignment to Rules | Assignment
Required? | Validation Rules
Accounting Date | Date | Header | Event Class
Journal Entry Rule Set | Yes | Should be in open
general ledger period.
Accrual Reversal
Accounting Date
Source | Date | Header | Event Class
Journal Entry Rule Set | No | Should be later than
the accounting date."
123,,Chapter 6 Accounting Transformation,Header for Page 123 | Footer for Page 123,,,
123,,This table contains the required accounting attributes.,Header for Page 123 | Footer for Page 123,,,
123,This table contains the required accounting attributes.,Accounting Attribute Predefined Source Assignment,Header for Page 123 | Footer for Page 123,,,
123,This table contains the required accounting attributes.,Accounting Date,Header for Page 123 | Footer for Page 123,,,
123,This table contains the required accounting attributes.,Transaction Date,Header for Page 123 | Footer for Page 123,,,
123,This table contains the required accounting attributes.,Distribution Type,Header for Page 123 | Footer for Page 123,,,
123,This table contains the required accounting attributes.,Accounting Event Type Code,Header for Page 123 | Footer for Page 123,,,
123,This table contains the required accounting attributes.,Entered Amount,Header for Page 123 | Footer for Page 123,,,
123,This table contains the required accounting attributes.,Default Amount,Header for Page 123 | Footer for Page 123,,,
123,This table contains the required accounting attributes.,Entered Currency Code,Header for Page 123 | Footer for Page 123,,,
123,This table contains the required accounting attributes.,Default Currency,Header for Page 123 | Footer for Page 123,,,
123,This table contains the required accounting attributes.,First Distribution Identifier,Header for Page 123 | Footer for Page 123,,,
123,This table contains the required accounting attributes.,Line Number,Header for Page 123 | Footer for Page 123,,,
123,,The details and descriptions of these attributes are included in the Accounting Attributes section.,Header for Page 123 | Footer for Page 123,,,
123,,Accounting Attributes,Header for Page 123 | Footer for Page 123,,,
123,Accounting Attributes,Accounting attribute groups are represented in these tables.,Header for Page 123 | Footer for Page 123,,,
123,Accounting Attributes,Accounting Date,Header for Page 123 | Footer for Page 123,,,
123,Accounting Attributes,Accounting Hub predefines Transaction Date as the Accounting Date. The Create Accounting process uses it to derive the accounting date of journal entries.,Header for Page 123 | Footer for Page 123,,,
123,Accounting Attributes,"The Accrual Reversal Accounting Date Source attribute is relevant to applications that must perform automatic reversal on accrued journal entries at a specified date or period. You can assign application and standard date sources to the Accrual Reversal Accounting Date in the Accounting Attribute Assignments page. When the Accrual Reversal Accounting Date Source attribute returns a value, the Create Accounting process generates an entry that reverses the accrual entry.",Header for Page 123 | Footer for Page 123,,,
123,Accounting Attributes,"CAUTION: If the application requires automatic reversal on accrued journal entries at a specified date or period, you must configure the Accrual Reversal Accounting Date Source attribute before configuring the journal entry rules for an event class.",Header for Page 123 | Footer for Page 123,,,
123,Accounting Attributes,Accounting Hub doesn't predefine any source assignment to the Accrual Reversal Accounting Date Source accounting attribute.,Header for Page 123 | Footer for Page 123,,,
123,Accounting Attributes,This table contains the valid accounting attributes for the Accounting Date group.,Header for Page 123 | Footer for Page 123,,,
123,Accounting Attributes|This table contains the valid accounting attributes for the Accounting Date group.,Accounting Attributes,Header for Page 123 | Footer for Page 123,,,
123,Accounting Attributes|This table contains the valid accounting attributes for the Accounting Date group.,Data Type Journal Entry Level Assignment to Rules Assignment Required?,Header for Page 123 | Footer for Page 123,,,
123,Accounting Attributes|This table contains the valid accounting attributes for the Accounting Date group.,Validation Rules,Header for Page 123 | Footer for Page 123,,,
123,Accounting Attributes|This table contains the valid accounting attributes for the Accounting Date group.,Accounting Date,Header for Page 123 | Footer for Page 123,,,
123,Accounting Attributes|This table contains the valid accounting attributes for the Accounting Date group.,Date,Header for Page 123 | Footer for Page 123,,,
123,Accounting Attributes|This table contains the valid accounting attributes for the Accounting Date group.,Header,Header for Page 123 | Footer for Page 123,,,
123,Accounting Attributes|This table contains the valid accounting attributes for the Accounting Date group.,Event Class Journal Entry Rule Set,Header for Page 123 | Footer for Page 123,,,
123,Accounting Attributes|This table contains the valid accounting attributes for the Accounting Date group.,Yes,Header for Page 123 | Footer for Page 123,,,
123,Accounting Attributes|This table contains the valid accounting attributes for the Accounting Date group.,Should be in open general ledger period.,Header for Page 123 | Footer for Page 123,,,
123,Accounting Attributes|This table contains the valid accounting attributes for the Accounting Date group.,Accrual Reversal Accounting Date Source,Header for Page 123 | Footer for Page 123,,,
123,Accounting Attributes|This table contains the valid accounting attributes for the Accounting Date group.,Date,Header for Page 123 | Footer for Page 123,,,
123,Accounting Attributes|This table contains the valid accounting attributes for the Accounting Date group.,Header,Header for Page 123 | Footer for Page 123,,,
123,Accounting Attributes|This table contains the valid accounting attributes for the Accounting Date group.,Event Class Journal Entry Rule Set,Header for Page 123 | Footer for Page 123,,,
123,Accounting Attributes|This table contains the valid accounting attributes for the Accounting Date group.,No,Header for Page 123 | Footer for Page 123,,,
123,Accounting Attributes|This table contains the valid accounting attributes for the Accounting Date group.,Should be later than the accounting date.,Header for Page 123 | Footer for Page 123,,,
123,Accounting Attributes,115,Header for Page 123 | Footer for Page 123,,,
124,,Oracle Fusion Cloud Financials Implementing Accounting Hub,Header for Page 124 | Footer for Page 124,,,"Accounting
Attributes | Data Type | Journal Entry Level | Assignment to Rules | Assignment
Required? | Validation Rules
 |  |  |  |  | 
---
Accounting
Attributes | Data Type | Journal Entry Level | Assignment to Rules | Assignment
Required? | Validation Rules
Accounting Event Type
Code | Alphanumeric | Line | Event Class | Yes | 
First Distribution
Identifier | Alphanumeric | Line | Event Class | Yes | 
---
Accounting
Attributes | Data Type | Journal Entry Level | Assignment to Rules | Assignment
Required? | Validation Rules
Entered Currency
Code | Alphanumeric | Line | Event Class
Journal Line Rule | Yes | A valid currency.
Entered Amount | Number | Line | Event Class
Journal Line Rule | Yes | "
124,,Chapter 6 Accounting Transformation,Header for Page 124 | Footer for Page 124,,,
124,,Accounting Attributes,Header for Page 124 | Footer for Page 124,,,
124,,Data Type Journal Entry Level Assignment to Rules Assignment Required?,Header for Page 124 | Footer for Page 124,,,
124,,Validation Rules,Header for Page 124 | Footer for Page 124,,,
124,,Distribution Identifier,Header for Page 124 | Footer for Page 124,,,
124,,The distribution identifier information links subledger transaction distributions to their corresponding journal entry lines.,Header for Page 124 | Footer for Page 124,,,
124,,The Accounting Event Type Code and First Distribution Identifier accounting attributes are predefined to the Distribution Type and Line Number sources.,Header for Page 124 | Footer for Page 124,,,
124,,This table contains the valid accounting attributes for the Distribution Identifier group.,Header for Page 124 | Footer for Page 124,,,
124,This table contains the valid accounting attributes for the Distribution Identifier group.,Accounting Attributes,Header for Page 124 | Footer for Page 124,,,
124,This table contains the valid accounting attributes for the Distribution Identifier group.,Data Type Journal Entry Level Assignment to Rules Assignment Required?,Header for Page 124 | Footer for Page 124,,,
124,This table contains the valid accounting attributes for the Distribution Identifier group.,Validation Rules,Header for Page 124 | Footer for Page 124,,,
124,This table contains the valid accounting attributes for the Distribution Identifier group.,Accounting Event Type Code,Header for Page 124 | Footer for Page 124,,,
124,This table contains the valid accounting attributes for the Distribution Identifier group.,Alphanumeric,Header for Page 124 | Footer for Page 124,,,
124,This table contains the valid accounting attributes for the Distribution Identifier group.,Line,Header for Page 124 | Footer for Page 124,,,
124,This table contains the valid accounting attributes for the Distribution Identifier group.,Event Class,Header for Page 124 | Footer for Page 124,,,
124,This table contains the valid accounting attributes for the Distribution Identifier group.,Yes,Header for Page 124 | Footer for Page 124,,,
124,This table contains the valid accounting attributes for the Distribution Identifier group.,First Distribution Identifier,Header for Page 124 | Footer for Page 124,,,
124,This table contains the valid accounting attributes for the Distribution Identifier group.,Alphanumeric,Header for Page 124 | Footer for Page 124,,,
124,This table contains the valid accounting attributes for the Distribution Identifier group.,Line,Header for Page 124 | Footer for Page 124,,,
124,This table contains the valid accounting attributes for the Distribution Identifier group.,Event Class,Header for Page 124 | Footer for Page 124,,,
124,This table contains the valid accounting attributes for the Distribution Identifier group.,Yes,Header for Page 124 | Footer for Page 124,,,
124,,Entered Currency,Header for Page 124 | Footer for Page 124,,,
124,,Entered currency accounting attributes are required for all applications. The Create Accounting process uses them to populate the journal entry line entered currency and amounts.,Header for Page 124 | Footer for Page 124,,,
124,,The entered currency accounting attributes must always be assigned to sources. The sources assigned to the entered currency accounting attributes must always contain a value.,Header for Page 124 | Footer for Page 124,,,
124,,Accounting Hub predefines source assignment to these accounting attributes. Additional sources can be manually assigned to support cross-currency transactions.,Header for Page 124 | Footer for Page 124,,,
124,,The table contains the valid accounting attributes for the Entered Currency group.,Header for Page 124 | Footer for Page 124,,,
124,The table contains the valid accounting attributes for the Entered Currency group.,Accounting Attributes,Header for Page 124 | Footer for Page 124,,,
124,The table contains the valid accounting attributes for the Entered Currency group.,Data Type Journal Entry Level Assignment to Rules Assignment Required?,Header for Page 124 | Footer for Page 124,,,
124,The table contains the valid accounting attributes for the Entered Currency group.,Validation Rules,Header for Page 124 | Footer for Page 124,,,
124,The table contains the valid accounting attributes for the Entered Currency group.,Entered Currency Code,Header for Page 124 | Footer for Page 124,,,
124,The table contains the valid accounting attributes for the Entered Currency group.,Alphanumeric,Header for Page 124 | Footer for Page 124,,,
124,The table contains the valid accounting attributes for the Entered Currency group.,Line,Header for Page 124 | Footer for Page 124,,,
124,The table contains the valid accounting attributes for the Entered Currency group.,Event Class Journal Line Rule,Header for Page 124 | Footer for Page 124,,,
124,The table contains the valid accounting attributes for the Entered Currency group.,Yes,Header for Page 124 | Footer for Page 124,,,
124,The table contains the valid accounting attributes for the Entered Currency group.,A valid currency.,Header for Page 124 | Footer for Page 124,,,
124,The table contains the valid accounting attributes for the Entered Currency group.,Entered Amount,Header for Page 124 | Footer for Page 124,,,
124,The table contains the valid accounting attributes for the Entered Currency group.,Number,Header for Page 124 | Footer for Page 124,,,
124,The table contains the valid accounting attributes for the Entered Currency group.,Line,Header for Page 124 | Footer for Page 124,,,
124,The table contains the valid accounting attributes for the Entered Currency group.,Event Class Journal Line Rule,Header for Page 124 | Footer for Page 124,,,
124,The table contains the valid accounting attributes for the Entered Currency group.,Yes,Header for Page 124 | Footer for Page 124,,,
124,,Ledger Currency,Header for Page 124 | Footer for Page 124,,,
124,,The Create Accounting process uses the ledger currency accounting attributes to calculate journal entry accounted amounts.,Header for Page 124 | Footer for Page 124,,,
124,,116,Header for Page 124 | Footer for Page 124,,,
125,,Oracle Fusion Cloud Financials Implementing Accounting Hub,Header for Page 125 | Footer for Page 125,,,"Accounting
Attributes | Data Type | Journal Entry Level | Assignment to Rules | Assignment
Required? | Validation Rules
Accounted Amount | Number | Line | Event Class
Journal Line Rule | No | 
Conversion Date | Date | Line | Event Class
Journal Line Rule | No | 
Conversion Rate | Number | Line | Event Class
Journal Line Rule | No | 
Conversion Rate Type | Alphanumeric | Line | Event Class
Journal Line Rule | No | A valid general ledger
conversion rate type or
user."
125,,Chapter 6 Accounting Transformation,Header for Page 125 | Footer for Page 125,,,
125,,"Accounting Hub calculates the accounted amount as entered amount multiplied by the conversion rate. If the entered currency is the same as the ledger currency, the Create Accounting process ignores the conversion type and conversion rate.",Header for Page 125 | Footer for Page 125,,,
125,,"For event classes that support foreign currency transactions, and therefore more than one conversion rate and reporting currency amount, multiple event class accounting attribute assignments are created.",Header for Page 125 | Footer for Page 125,,,
125,,"If a single line of transaction data is provided and the entered currency for debit and credit lines are different, then more than one Entered Currency accounting attribute assignment is required.",Header for Page 125 | Footer for Page 125,,,
125,"If a single line of transaction data is provided and the entered currency for debit and credit lines are different, then more than one Entered Currency accounting attribute assignment is required.",This table contains the valid accounting attributes for the Ledger Currency group.,Header for Page 125 | Footer for Page 125,,,
125,"If a single line of transaction data is provided and the entered currency for debit and credit lines are different, then more than one Entered Currency accounting attribute assignment is required.|This table contains the valid accounting attributes for the Ledger Currency group.",Accounting Attributes,Header for Page 125 | Footer for Page 125,,,
125,"If a single line of transaction data is provided and the entered currency for debit and credit lines are different, then more than one Entered Currency accounting attribute assignment is required.|This table contains the valid accounting attributes for the Ledger Currency group.",Data Type Journal Entry Level Assignment to Rules Assignment Required?,Header for Page 125 | Footer for Page 125,,,
125,"If a single line of transaction data is provided and the entered currency for debit and credit lines are different, then more than one Entered Currency accounting attribute assignment is required.|This table contains the valid accounting attributes for the Ledger Currency group.",Validation Rules,Header for Page 125 | Footer for Page 125,,,
125,"If a single line of transaction data is provided and the entered currency for debit and credit lines are different, then more than one Entered Currency accounting attribute assignment is required.|This table contains the valid accounting attributes for the Ledger Currency group.",Accounted Amount,Header for Page 125 | Footer for Page 125,,,
125,"If a single line of transaction data is provided and the entered currency for debit and credit lines are different, then more than one Entered Currency accounting attribute assignment is required.|This table contains the valid accounting attributes for the Ledger Currency group.",Number,Header for Page 125 | Footer for Page 125,,,
125,"If a single line of transaction data is provided and the entered currency for debit and credit lines are different, then more than one Entered Currency accounting attribute assignment is required.|This table contains the valid accounting attributes for the Ledger Currency group.",Line,Header for Page 125 | Footer for Page 125,,,
125,"If a single line of transaction data is provided and the entered currency for debit and credit lines are different, then more than one Entered Currency accounting attribute assignment is required.|This table contains the valid accounting attributes for the Ledger Currency group.",Event Class Journal Line Rule,Header for Page 125 | Footer for Page 125,,,
125,"If a single line of transaction data is provided and the entered currency for debit and credit lines are different, then more than one Entered Currency accounting attribute assignment is required.|This table contains the valid accounting attributes for the Ledger Currency group.",No,Header for Page 125 | Footer for Page 125,,,
125,"If a single line of transaction data is provided and the entered currency for debit and credit lines are different, then more than one Entered Currency accounting attribute assignment is required.|This table contains the valid accounting attributes for the Ledger Currency group.",Conversion Date,Header for Page 125 | Footer for Page 125,,,
125,"If a single line of transaction data is provided and the entered currency for debit and credit lines are different, then more than one Entered Currency accounting attribute assignment is required.|This table contains the valid accounting attributes for the Ledger Currency group.",Date,Header for Page 125 | Footer for Page 125,,,
125,"If a single line of transaction data is provided and the entered currency for debit and credit lines are different, then more than one Entered Currency accounting attribute assignment is required.|This table contains the valid accounting attributes for the Ledger Currency group.",Line,Header for Page 125 | Footer for Page 125,,,
125,"If a single line of transaction data is provided and the entered currency for debit and credit lines are different, then more than one Entered Currency accounting attribute assignment is required.|This table contains the valid accounting attributes for the Ledger Currency group.",Event Class Journal Line Rule,Header for Page 125 | Footer for Page 125,,,
125,"If a single line of transaction data is provided and the entered currency for debit and credit lines are different, then more than one Entered Currency accounting attribute assignment is required.|This table contains the valid accounting attributes for the Ledger Currency group.",No,Header for Page 125 | Footer for Page 125,,,
125,"If a single line of transaction data is provided and the entered currency for debit and credit lines are different, then more than one Entered Currency accounting attribute assignment is required.|This table contains the valid accounting attributes for the Ledger Currency group.",Conversion Rate,Header for Page 125 | Footer for Page 125,,,
125,"If a single line of transaction data is provided and the entered currency for debit and credit lines are different, then more than one Entered Currency accounting attribute assignment is required.|This table contains the valid accounting attributes for the Ledger Currency group.",Number,Header for Page 125 | Footer for Page 125,,,
125,"If a single line of transaction data is provided and the entered currency for debit and credit lines are different, then more than one Entered Currency accounting attribute assignment is required.|This table contains the valid accounting attributes for the Ledger Currency group.",Line,Header for Page 125 | Footer for Page 125,,,
125,"If a single line of transaction data is provided and the entered currency for debit and credit lines are different, then more than one Entered Currency accounting attribute assignment is required.|This table contains the valid accounting attributes for the Ledger Currency group.",Event Class Journal Line Rule,Header for Page 125 | Footer for Page 125,,,
125,"If a single line of transaction data is provided and the entered currency for debit and credit lines are different, then more than one Entered Currency accounting attribute assignment is required.|This table contains the valid accounting attributes for the Ledger Currency group.",No,Header for Page 125 | Footer for Page 125,,,
125,"If a single line of transaction data is provided and the entered currency for debit and credit lines are different, then more than one Entered Currency accounting attribute assignment is required.|This table contains the valid accounting attributes for the Ledger Currency group.",Conversion Rate Type,Header for Page 125 | Footer for Page 125,,,
125,"If a single line of transaction data is provided and the entered currency for debit and credit lines are different, then more than one Entered Currency accounting attribute assignment is required.|This table contains the valid accounting attributes for the Ledger Currency group.",Alphanumeric,Header for Page 125 | Footer for Page 125,,,
125,"If a single line of transaction data is provided and the entered currency for debit and credit lines are different, then more than one Entered Currency accounting attribute assignment is required.|This table contains the valid accounting attributes for the Ledger Currency group.",Line,Header for Page 125 | Footer for Page 125,,,
125,"If a single line of transaction data is provided and the entered currency for debit and credit lines are different, then more than one Entered Currency accounting attribute assignment is required.|This table contains the valid accounting attributes for the Ledger Currency group.",Event Class Journal Line Rule,Header for Page 125 | Footer for Page 125,,,
125,"If a single line of transaction data is provided and the entered currency for debit and credit lines are different, then more than one Entered Currency accounting attribute assignment is required.|This table contains the valid accounting attributes for the Ledger Currency group.",No,Header for Page 125 | Footer for Page 125,,,
125,"If a single line of transaction data is provided and the entered currency for debit and credit lines are different, then more than one Entered Currency accounting attribute assignment is required.|This table contains the valid accounting attributes for the Ledger Currency group.",A valid general ledger conversion rate type or user.,Header for Page 125 | Footer for Page 125,,,
125,"If a single line of transaction data is provided and the entered currency for debit and credit lines are different, then more than one Entered Currency accounting attribute assignment is required.","Exchange Gain Account, Exchange Loss Account",Header for Page 125 | Footer for Page 125,,,
125,"If a single line of transaction data is provided and the entered currency for debit and credit lines are different, then more than one Entered Currency accounting attribute assignment is required.","Note: If implementing the exchange gain and loss feature, you can assign predefined account sources as the exchange gain or loss account.",Header for Page 125 | Footer for Page 125,,,
125,"If a single line of transaction data is provided and the entered currency for debit and credit lines are different, then more than one Entered Currency accounting attribute assignment is required.",The Create Accounting process determines whether there is an exchange gain or loss. The process derives the account based on the account rule assigned to the journal line rule with the Gain or Loss side in the journal entry rule set.,Header for Page 125 | Footer for Page 125,,,
125,"If a single line of transaction data is provided and the entered currency for debit and credit lines are different, then more than one Entered Currency accounting attribute assignment is required.","If Gain or Loss journal line rules aren't defined, then the value from the source mapped to the accounting attribute, Exchange Gain Account and Exchange Loss Account, are used as the exchange gain or loss account.",Header for Page 125 | Footer for Page 125,,,
125,"If a single line of transaction data is provided and the entered currency for debit and credit lines are different, then more than one Entered Currency accounting attribute assignment is required.",The Create Accounting process raises an exception if unable to create exchange gain or loss line for the transaction in these cases:,Header for Page 125 | Footer for Page 125,,,
125,,If Gain or Loss journal line rules aren't defined and sources haven't been mapped to these accounting attributes If the mapped source doesn't contain any value.,Header for Page 125 | Footer for Page 125,,,
125,If Gain or Loss journal line rules aren't defined and sources haven't been mapped to these accounting attributes If the mapped source doesn't contain any value.,Predefined assignments aren't provided for these accounting attributes.,Header for Page 125 | Footer for Page 125,,,
125,If Gain or Loss journal line rules aren't defined and sources haven't been mapped to these accounting attributes If the mapped source doesn't contain any value.,"If the subledger supports foreign currency or cross-currency transactions that may result in exchange gain or loss, Oracle recommends that you perform one of the following:",Header for Page 125 | Footer for Page 125,,,
125,If Gain or Loss journal line rules aren't defined and sources haven't been mapped to these accounting attributes If the mapped source doesn't contain any value.,117,Header for Page 125 | Footer for Page 125,,,
126,,Oracle Fusion Cloud Financials Implementing Accounting Hub,Header for Page 126 | Footer for Page 126,,,"Accounting
Attributes | Data Type | Journal Entry Level | Assignment to Rules | Assignment
Required? | Validation Rules
Exchange Gain
Account | Number | Header | Event Class | No | 
Exchange Loss
Account | Number | Header | Event Class | No | 
---
Accounting
Attributes | Data Type | Journal Entry Level | Assignment to Rules | Assignment
Required? | Validation Rules
Gain or Loss Reference | Alphanumeric | Line | Event Class | No | "
126,,Chapter 6 Accounting Transformation,Header for Page 126 | Footer for Page 126,,,
126,,a. Define accounting rules to generate exchange gain or loss lines whenever applicable for the transaction.,Header for Page 126 | Footer for Page 126,,,
